tconst	titleType	genres	runtimeMinutes	startYear	endYear	durationYears	nEpisodes	isAdult	averageRating	numVotes
tt0025509	tvSeries	Drama	279	1934	1934	0	3	0	8.3	1766
tt0039123	tvSeries	Drama	60	1947	1958	11	589	0	8.5	187
tt0040051	tvSeries	Drama	60	1948	1958	10	467	0	7.8	274
tt0040053	tvSeries	Music,Talk-Show	60	1948	1971	23	1070	0	7.8	1354
tt0041024	tvSeries	Comedy,Drama,Music	30	1952	1957	5	195	0	8.3	253
tt0041027	tvSeries	Comedy	30	1949	1957	8	92	0	7.9	181
tt0041030	tvSeries	Family,Western	60	1952	1954	2	52	0	7.8	333
tt0041037	tvSeries	Horror,Mystery,Sci-Fi	30	1946	1952	6	160	0	7.1	164
tt0041038	tvSeries	Western	30	1949	1957	8	221	0	7.7	2433
tt0041039	tvSeries	Comedy,Drama,Family	30	1949	1957	8	178	0	8.1	159
tt0041061	tvSeries	Drama,Mystery,Thriller	25	1949	1954	5	262	0	8.1	285
tt0042093	tvSeries	Western	30	1950	1956	6	156	0	7.3	558
tt0042094	tvSeries	Comedy,Romance	60	1950	1955	5	223	0	7.5	546
tt0042110	tvSeries	Family,Western	30	1950	1955	5	91	0	7.5	211
tt0042111	tvSeries	Comedy	30	1950	1958	8	292	0	8.5	1358
tt0042114	tvSeries	Comedy,Family	30	1955	1956	1	39	0	8.5	5367
tt0042116	tvSeries	Comedy	30	1950	1965	15	261	0	8.5	1434
tt0042168	tvSeries	Family,Game-Show	30	1950	1967	17	877	0	8.6	1540
tt0042171	tvSeries	Comedy,Family,Game-Show	30	1950	1961	11	210	0	8.4	668
tt0042173	tvSeries	Comedy	90	1950	1954	4	151	0	8.4	337
tt0043170	tvSeries	Family,Western	30	1951	1958	7	113	0	7.9	201
tt0043175	tvSeries	Comedy	30	1951	1953	2	78	0	8.4	733
tt0043192	tvSeries	Music	60	1956	1963	7	200	0	8.6	230
tt0043194	tvSeries	Crime,Drama,Mystery	30	1951	1959	8	276	0	7.5	2021
tt0043208	tvSeries	Comedy,Family	30	1951	1957	6	181	0	8.4	25409
tt0043224	tvSeries	Comedy	60	1951	2016	65	657	0	8.2	1227
tt0043225	tvSeries	Family,Western	30	1951	1957	6	105	0	7.2	684
tt0043228	tvSeries	Comedy,Drama	30	1951	1959	8	364	0	8.3	314
tt0043229	tvSeries	Drama,Romance	30	1951	1986	35	4209	0	7.7	296
tt0043232	tvSeries	Adventure,Family,Western	30	1951	1962	11	72	0	7.7	467
tt0043238	tvSeries	Drama,Horror,Mystery	25	1951	1953	2	85	0	7.2	360
tt0044229	tvSeries	Comedy,Family,Mystery	25	1952	1957	5	52	0	8.2	1197
tt0044230	tvSeries	Comedy,Drama,Family	30	1952	1966	14	436	0	7.4	1345
tt0044231	tvSeries	Action,Adventure,Crime	30	1952	1958	6	104	0	7.7	3808
tt0044259	tvSeries	Western	25	1952	1970	18	452	0	7.6	830
tt0044263	tvSeries	Comedy,Crime,Drama	30	1952	1956	4	130	0	7.8	194
tt0044265	tvSeries	Drama,Romance	60	1952	2009	57	3138	0	6.4	1654
tt0044269	tvSeries	Comedy	30	1952	1955	3	98	0	7.9	355
tt0044270	tvSeries	Family,Game-Show	30	1952	1967	15	1224	0	8.0	519
tt0044272	tvSeries	Comedy	60	1952	1973	21	166	0	8.4	461
tt0044277	tvSeries	Comedy,Drama,Mystery	30	1952	1954	2	57	0	7.6	197
tt0044283	tvSeries	Comedy	30	1952	1955	3	126	0	7.7	374
tt0044284	tvSeries	Drama,History,Music	55	1952	1961	9	159	0	8.5	195
tt0044287	tvSeries	Comedy,Family	30	1952	1956	4	130	0	8.1	577
tt0044296	tvSeries	Biography,Family,Reality-TV	30	1950	1987	37	350	0	7.6	287
tt0045395	tvSeries	Comedy,Drama	30	1953	1962	9	303	0	5.8	385
tt0045406	tvSeries	Comedy	30	1953	1958	5	219	0	8.1	382
tt0045407	tvSeries	Comedy	30	1952	1955	3	40	0	7.4	296
tt0045409	tvSeries	Drama	30	1953	1961	8	257	0	7.8	251
tt0045410	tvSeries	Comedy,Family	30	1953	1965	12	343	0	7.2	1039
tt0045431	tvSeries	Documentary,News	30	1953	1961	8	322	0	8.5	214
tt0045435	tvSeries	Comedy	30	1953	1957	4	107	0	8.0	180
tt0045436	tvSeries	Drama,Horror,Sci-Fi	30	1953	1953	0	6	0	7.3	353
tt0045447	tvSeries	Comedy,Fantasy	30	1953	1955	2	78	0	8.3	498
tt0045449	tvSeries	Comedy,Drama	60	1953	1963	10	251	0	8.4	162
tt0045458	tvSeries	Drama,History	30	1953	1972	19	160	0	8.5	181
tt0046415	tvSeries	Adventure,Drama,Romance	183	1954	1954	0	2	0	7.2	959
tt0046576	tvSeries	Family,Western	30	1954	1959	5	164	0	7.1	749
tt0046578	tvSeries	Western	30	1954	1957	3	81	0	7.3	321
tt0046584	tvSeries	Comedy	60	1954	1957	3	72	0	6.9	184
tt0046587	tvSeries	Drama	60	1954	1958	4	166	0	6.9	215
tt0046588	tvSeries	Crime,Drama,Mystery	30	1954	1956	2	26	0	7.4	229
tt0046592	tvSeries	Comedy	30	1954	1959	5	157	0	8.0	236
tt0046593	tvSeries	Adventure,Drama,Family	120	1954	1997	43	736	0	8.4	1946
tt0046600	tvSeries	Comedy,Family	30	1954	1960	6	204	0	7.4	2251
tt0046617	tvSeries	Adventure,Drama,Family	30	1954	1974	20	591	0	6.6	3260
tt0046623	tvSeries	Drama	30	1954	1956	2	59	0	8.2	156
tt0046637	tvSeries	Comedy,Drama,Family	90	1954	1957	3	38	0	8.0	158
tt0046639	tvSeries	Family,Sci-Fi	26	1954	1954	0	39	0	5.5	192
tt0046641	tvSeries	Drama,Romance	30	1954	1974	20	5201	0	3.7	252
tt0046642	tvSeries	Crime,Drama,Mystery	30	1954	1955	1	39	0	7.7	927
tt0046648	tvSeries	Drama,Family	30	1954	1958	4	138	0	9.1	232
tt0046652	tvSeries	Comedy,Music,Talk-Show	105	1953	1957	4	597	0	7.1	201
tt0046658	tvSeries	Action,Documentary,War	30	1952	1953	1	26	0	8.5	615
tt0047702	tvSeries	Drama	60	1955	1957	2	37	0	8.4	209
tt0047705	tvSeries	Adventure,Family	30	1955	1957	2	26	0	7.4	157
tt0047706	tvSeries	Action,Adventure,Family	30	1955	1960	5	144	0	7.7	765
tt0047708	tvSeries	Comedy,Crime,Drama	25	1955	1962	7	268	0	8.5	16628
tt0047714	tvSeries	Family	30	1952	1970	18	692	0	4.7	193
tt0047718	tvSeries	Family	60	1955	1992	37	1234	0	8.0	1353
tt0047720	tvSeries	Western	60	1955	1963	8	108	0	7.9	1661
tt0047728	tvSeries	Crime,Drama	45	1955	1976	21	432	0	6.8	247
tt0047734	tvSeries	Family,Western	30	1955	1960	5	116	0	7.4	491
tt0047736	tvSeries	Western	60	1955	1975	20	635	0	8.0	6641
tt0047739	tvSeries	Action,Crime,Drama	30	1955	1959	4	156	0	7.6	1186
tt0047747	tvSeries	Action,Adventure,Crime	20	1955	1956	1	26	0	7.9	217
tt0047749	tvSeries	Family,Music	60	1955	1982	27	1138	0	7.0	449
tt0047750	tvSeries	Western	30	1955	1961	6	226	0	7.6	885
tt0047752	tvSeries	Comedy	30	1955	1959	4	167	0	7.9	403
tt0047757	tvSeries	Comedy,Drama,Family	60	1955	1958	3	331	0	7.7	757
tt0047758	tvSeries	Drama	30	1955	1960	5	207	0	7.9	514
tt0047762	tvSeries	Comedy	30	1955	1958	3	104	0	8.1	157
tt0047763	tvSeries	Comedy,Family	30	1955	1959	4	143	0	8.4	1532
tt0047767	tvSeries	Drama,Sci-Fi	25	1955	1957	2	78	0	8.3	368
tt0048840	tvSeries	Adventure,Western	30	1956	1958	2	76	0	7.1	235
tt0048841	tvSeries	Adventure,Family	30	1956	1957	1	30	0	7.1	157
tt0048845	tvSeries	Drama,Romance	60	1956	2010	54	3813	0	6.1	2031
tt0048848	tvSeries	Western	30	1956	1958	2	72	0	7.7	223
tt0048855	tvSeries	Adventure,Family,Western	30	1956	1958	2	49	0	7.3	221
tt0048860	tvSeries	Crime,Drama,Mystery	30	1956	1984	28	6644	0	7.8	396
tt0048863	tvSeries	Comedy	30	1956	1960	4	127	0	8.0	203
tt0048887	tvSeries	Adventure,Western	30	1955	1960	5	39	0	7.4	156
tt0048892	tvSeries	Crime	30	1955	1959	4	41	0	7.2	152
tt0048893	tvSeries	Comedy,Crime,Drama	90	1956	1961	5	134	0	8.3	359
tt0048894	tvSeries	Family,Game-Show	30	1956	1965	9	213	0	7.2	251
tt0048899	tvSeries	Comedy	60	1951	1960	9	164	0	8.1	242
tt0048903	tvSeries	Drama	30	1956	1958	2	81	0	8.1	228
tt0048907	tvSeries	Family,Game-Show	30	1956	1968	12	801	0	7.6	477
tt0048916	tvSeries	Western	25	1956	1961	5	146	0	7.6	479
tt0049993	tvSeries	Music,Talk-Show	90	1952	1989	37	1668	0	7.7	346
tt0049996	tvSeries	Comedy,Family	30	1957	1962	5	157	0	7.4	464
tt0050010	tvSeries	Crime,Drama	30	1957	1958	1	39	0	7.8	258
tt0050022	tvSeries	Adventure,Animation,Comedy	30	1956	1969	13	125	0	7.0	1489
tt0050025	tvSeries	Western	25	1957	1963	6	225	0	8.4	2715
tt0050026	tvSeries	Adventure,Western	30	1957	1957	0	39	0	7.6	227
tt0050030	tvSeries	Comedy,Family,Talk-Show	105	1957	1962	5	1159	0	8.4	307
tt0050032	tvSeries	Comedy,Family	30	1957	1963	6	236	0	7.5	7806
tt0050033	tvSeries	Comedy,Family	60	1957	1960	3	13	0	8.4	1135
tt0050035	tvSeries	Crime,Drama,Thriller	30	1957	1960	3	117	0	8.2	339
tt0050037	tvSeries	Comedy,Western	60	1957	1962	5	124	0	8.0	3013
tt0050039	tvSeries	Action,Crime,Drama	30	1958	1959	1	79	0	8.3	238
tt0050051	tvSeries	Crime,Drama,Mystery	60	1957	1966	9	271	0	8.3	8315
tt0050053	tvSeries	Comedy,Family	30	1957	1963	6	225	0	7.6	1041
tt0050055	tvSeries	Western	30	1957	1959	2	78	0	7.6	200
tt0050056	tvSeries	Action,Crime,Drama	30	1957	1960	3	77	0	7.9	238
tt0050063	tvSeries	Western	60	1957	1961	4	69	0	7.4	378
tt0050064	tvSeries	Crime,Drama,Mystery	60	1957	1958	1	42	0	8.6	464
tt0050066	tvSeries	Western	60	1957	1962	5	201	0	7.9	801
tt0050067	tvSeries	Comedy,Mystery	30	1957	1959	2	72	0	7.2	238
tt0050069	tvSeries	Western	30	1957	1960	3	91	0	8.1	321
tt0050071	tvSeries	Western	30	1957	1959	2	71	0	8.0	296
tt0050073	tvSeries	Western	75	1957	1965	8	284	0	7.5	3002
tt0050077	tvSeries	Adventure	30	1957	1960	3	111	0	7.9	318
tt0050079	tvSeries	Adventure,Western	30	1957	1959	2	82	0	8.2	3468
tt0051247	tvSeries	Action,Crime,Drama	60	1958	1964	6	206	0	7.7	1367
tt0051251	tvSeries	Comedy	30	1958	1961	3	93	0	8.0	170
tt0051261	tvSeries	Western	60	1958	1962	4	68	0	7.2	340
tt0051263	tvSeries	Adventure,Western	30	1957	1958	1	32	0	7.7	201
tt0051266	tvSeries	Western	60	1958	1960	2	26	0	7.6	158
tt0051267	tvSeries	Comedy,Family	30	1958	1966	8	275	0	7.4	1571
tt0051283	tvSeries	Animation,Comedy,Family	30	1958	1962	4	70	0	6.6	3524
tt0051285	tvSeries	Drama,Sci-Fi,Thriller	30	1958	1960	2	27	0	7.3	387
tt0051286	tvSeries	Adventure	30	1958	1959	1	39	0	7.1	331
tt0051290	tvSeries	Western	30	1958	1962	4	156	0	8.0	709
tt0051293	tvSeries	Crime,Drama	30	1958	1960	2	29	0	7.5	231
tt0051297	tvSeries	Crime,Drama,Thriller	60	1958	1963	5	138	0	8.2	1185
tt0051301	tvSeries	Action,Crime,Drama	30	1958	1961	3	114	0	8.0	1317
tt0051308	tvSeries	Family,Western	30	1958	1963	5	168	0	8.3	4068
tt0051311	tvSeries	Action,Adventure	30	1958	1961	3	155	0	7.6	1212
tt0051312	tvSeries	Drama,Family,Fantasy	60	1958	1961	3	41	0	7.7	191
tt0051320	tvSeries	Western	30	1958	1960	2	79	0	7.7	153
tt0051327	tvSeries	Western	30	1958	1961	3	94	0	8.1	2277
tt0051329	tvSeries	Action,Adventure,Western	30	1958	1959	1	34	0	8.0	371
tt0052440	tvSeries	Adventure	60	1959	1962	3	91	0	8.4	337
tt0052442	tvSeries	Drama,Fantasy,Horror	25	1959	1961	2	97	0	7.8	1534
tt0052445	tvSeries	Western	30	1958	1961	3	108	0	7.4	986
tt0052451	tvSeries	Western	49	1959	1973	14	430	0	7.3	9120
tt0052453	tvSeries	Crime,Drama	60	1959	1960	1	39	0	8.0	163
tt0052461	tvSeries	Comedy,Family	30	1959	1963	4	146	0	7.1	2179
tt0052462	tvSeries	Western	30	1959	1961	2	76	0	7.0	272
tt0052463	tvSeries	Action,Crime,Drama	60	1959	1962	3	97	0	7.7	197
tt0052464	tvSeries	Drama	30	1959	1961	2	57	0	8.6	225
tt0052472	tvSeries	Action,Adventure,Crime	60	1959	1963	4	134	0	7.9	487
tt0052473	tvSeries	Comedy	30	1959	1962	3	95	0	8.1	207
tt0052481	tvSeries	Western	60	1959	1963	4	124	0	7.7	1143
tt0052490	tvSeries	Comedy,Family	30	1959	1963	4	148	0	7.7	1775
tt0052493	tvSeries	Sci-Fi	30	1959	1960	1	38	0	7.9	188
tt0052494	tvSeries	Comedy,Thriller	30	1959	1960	1	34	0	7.9	313
tt0052504	tvSeries	Western	50	1959	1965	6	217	0	8.0	3715
tt0052505	tvSeries	Western	30	1959	1961	2	76	0	7.8	536
tt0052506	tvSeries	Adventure,Western	60	1959	1961	2	44	0	7.7	191
tt0052507	tvSeries	Animation,Comedy,Family	30	1959	1963	4	163	0	7.7	4008
tt0052511	tvSeries	Comedy,Drama,Musical	60	1959	1961	2	33	0	5.2	210
tt0052512	tvSeries	Biography,Comedy,Drama	60	1959	1961	2	36	0	4.5	153
tt0052515	tvSeries	Crime,Drama	30	1959	1965	6	77	0	8.0	184
tt0052520	tvSeries	Drama,Fantasy,Horror	51	1959	1964	5	156	0	9.0	79496
tt0052522	tvSeries	Action,Crime,Drama	50	1959	1963	4	119	0	8.0	2687
tt0053479	tvSeries	Comedy,Family	30	1960	1968	8	249	0	8.3	14275
tt0053488	tvSeries	Animation,Comedy	30	1960	1975	15	78	0	8.6	32914
tt0053489	tvSeries	Comedy,Reality-TV	30	1960	1975	15	142	0	6.8	418
tt0053491	tvSeries	Crime,Drama,Mystery	60	1960	1962	2	70	0	7.7	277
tt0053496	tvSeries	Action,Adventure,Crime	24	1960	1962	2	39	0	7.9	1174
tt0053502	tvSeries	Adventure,Animation,Comedy	26	1960	1966	6	167	0	7.5	35687
tt0053510	tvSeries	Drama	30	1960	1984	24	275	0	7.8	224
tt0053522	tvSeries	Animation,Comedy,Family	30	1964	1965	1	26	0	7.3	612
tt0053525	tvSeries	Comedy,Family	30	1960	1972	12	380	0	7.2	3724
tt0053533	tvSeries	Crime,Drama	60	1960	1962	2	45	0	8.2	163
tt0053534	tvSeries	Adventure	60	1960	1964	4	116	0	7.7	1647
tt0053540	tvSeries	Drama	60	1960	1962	2	74	0	7.9	273
tt0053544	tvSeries	Western	30	1960	1962	2	75	0	7.6	170
tt0053546	tvSeries	Crime,Drama,Horror	50	1960	1962	2	67	0	8.2	1377
tt0054510	tvSeries	Crime,Drama	60	1961	1962	1	30	0	8.3	156
tt0054514	tvSeries	Animation,Comedy,Family	30	1961	1962	1	26	0	7.4	263
tt0054518	tvSeries	Action,Comedy,Crime	60	1961	1969	8	161	0	8.3	7596
tt0054519	tvSeries	Drama	60	1961	1966	5	153	0	7.2	556
tt0054528	tvSeries	Comedy	30	1961	1963	2	60	0	7.7	1578
tt0054531	tvSeries	Crime,Drama	60	1961	1965	4	132	0	8.0	423
tt0054532	tvSeries	Comedy,Drama	60	1961	1963	2	60	0	7.6	181
tt0054533	tvSeries	Comedy,Family	30	1961	1966	5	158	0	8.4	10141
tt0054535	tvSeries	Drama	60	1961	1966	5	191	0	7.0	830
tt0054545	tvSeries	Comedy	30	1961	1966	5	154	0	7.2	1702
tt0054552	tvSeries	Comedy	30	1961	1965	4	125	0	6.7	318
tt0054557	tvSeries	Comedy,Family,Fantasy	30	1958	1966	8	145	0	7.0	4119
tt0054560	tvSeries	Family,Game-Show	30	1961	1975	14	573	0	6.8	434
tt0054567	tvSeries	Animation,Family,Sci-Fi	30	1961	1962	1	39	0	6.9	318
tt0054572	tvSeries	Animation,Comedy,Crime	30	1961	1962	1	30	0	7.1	7370
tt0054574	tvSeries	Drama,Horror,Mystery	25	1961	1961	0	14	0	7.9	159
tt0054578	tvSeries	Western	30	1961	1961	0	26	0	7.4	160
tt0055657	tvSeries	Crime,Drama,Horror	50	1962	1965	3	93	0	8.5	4452
tt0055660	tvSeries	Music	60	1962	1969	7	115	0	8.1	254
tt0055662	tvSeries	Comedy,Family	30	1962	1971	9	274	0	7.2	9351
tt0055666	tvSeries	Action,Drama,War	60	1962	1967	5	152	0	8.4	2603
tt0055667	tvSeries	Animation,Family	15	1960	2004	44	72	0	7.7	420
tt0055673	tvSeries	Animation,Family,Sci-Fi	30	1962	1963	1	39	0	7.3	558
tt0055681	tvSeries	Comedy,Talk-Show	60	1962	1965	3	104	0	8.4	222
tt0055683	tvSeries	Animation,Comedy,Family	25	1962	1963	1	75	0	7.0	20536
tt0055686	tvSeries	Comedy	30	1962	1968	6	156	0	7.2	2739
tt0055688	tvSeries	Game-Show	25	1962	1969	7	1748	0	7.7	554
tt0055689	tvSeries	Comedy,War	30	1962	1966	4	138	0	7.4	2802
tt0055691	tvSeries	Comedy,Family,Music	60	1962	1986	24	4390	0	5.7	542
tt0055698	tvSeries	Adventure	30	1961	1963	2	76	0	7.6	152
tt0055701	tvSeries	Action,Crime,Drama	50	1962	1969	7	118	0	7.5	5249
tt0055705	tvSeries	Drama,Sport,Western	60	1962	1963	1	32	0	8.1	175
tt0055708	tvSeries	Comedy,Talk-Show	105	1962	1992	30	9806	0	8.4	3706
tt0055710	tvSeries	Western	75	1962	1971	9	249	0	7.6	2535
tt0056739	tvSeries	Action,Adventure,Animation	30	1963	1966	3	33	0	7.4	911
tt0056742	tvSeries	Adventure,Comedy,Crime	60	1963	1967	4	101	0	7.6	202
tt0056745	tvSeries	Action,Adventure,Crime	50	1963	1966	3	81	0	7.4	838
tt0056748	tvSeries	Comedy,Music	60	1963	1967	4	123	0	8.0	181
tt0056749	tvSeries	Comedy	30	1963	1981	18	164	0	6.9	175
tt0056751	tvSeries	Adventure,Drama,Family	45	1963	1989	26	695	0	8.4	36976
tt0056752	tvSeries	Drama,Romance	30	1963	1982	19	4518	0	7.2	201
tt0056753	tvSeries	Drama	60	1963	1964	1	26	0	8.8	174
tt0056755	tvSeries	Comedy	30	1963	1966	3	101	0	7.5	265
tt0056757	tvSeries	Adventure,Crime,Drama	51	1963	1967	4	120	0	8.1	3878
tt0056759	tvSeries	Talk-Show	30	1963	1970	7	184	0	2.8	158
tt0056767	tvSeries	Comedy,Music	60	1963	1964	1	26	0	8.6	427
tt0056768	tvSeries	Crime,Drama,Mystery	60	1963	1965	2	59	0	7.9	241
tt0056770	tvSeries	Family,Game-Show	30	1963	1976	13	151	0	7.0	469
tt0056771	tvSeries	Drama	60	1963	1964	1	29	0	8.4	243
tt0056774	tvSeries	Drama	60	1963	1965	2	60	0	7.5	165
tt0056775	tvSeries	Comedy,Family,Sci-Fi	30	1963	1966	3	107	0	7.3	2491
tt0056777	tvSeries	Drama,Fantasy,Horror	51	1963	1965	2	49	0	8.2	8002
tt0056778	tvSeries	Comedy,Family,Music	30	1963	1966	3	105	0	7.3	1362
tt0056780	tvSeries	Comedy	30	1963	1970	7	222	0	7.0	3013
tt0057729	tvSeries	Comedy,Family,Horror	30	1964	1966	2	64	0	7.9	16863
tt0057730	tvSeries	Action,Adventure,Animation	30	1964	1965	1	26	0	7.8	4642
tt0057731	tvSeries	Drama,Romance	90	1964	1999	35	4760	0	7.0	989
tt0057733	tvSeries	Comedy,Family,Fantasy	25	1964	1972	8	254	0	7.6	20761
tt0057741	tvSeries	Drama	30	1964	1988	24	4490	0	4.0	336
tt0057742	tvSeries	Adventure,Western	60	1964	1970	6	165	0	7.4	1971
tt0057748	tvSeries	Adventure,Family	30	1964	1967	3	88	0	6.3	2509
tt0057751	tvSeries	Comedy,Family	30	1964	1967	3	99	0	7.3	14498
tt0057752	tvSeries	Comedy,War	30	1964	1969	5	150	0	7.0	3580
tt0057755	tvSeries	Comedy,Family,Music	60	1964	1970	6	194	0	8.1	301
tt0057757	tvSeries	Drama	60	1963	1964	1	26	0	8.1	153
tt0057758	tvSeries	Game-Show	30	1964	1975	11	40	0	7.6	655
tt0057765	tvSeries	Action,Adventure,Crime	50	1964	1968	4	105	0	7.7	5381
tt0057773	tvSeries	Comedy,Family,Fantasy	30	1964	1966	2	72	0	7.8	14295
tt0057774	tvSeries	Comedy,Sci-Fi	30	1964	1965	1	26	0	7.4	222
tt0057779	tvSeries	Drama,Romance	30	1964	1969	5	514	0	7.3	583
tt0057782	tvSeries	Adventure,Comedy,Crime	50	1964	1965	1	30	0	8.1	330
tt0057785	tvSeries	Comedy	45	1962	1974	12	57	0	7.8	3092
tt0057786	tvSeries	Action,Adventure,Animation	30	1964	1965	1	39	0	7.3	1199
tt0057790	tvSeries	Action,Adventure,Animation	50	1965	1966	1	32	0	7.9	4353
tt0057793	tvSeries	Drama,War	60	1964	1967	3	78	0	8.1	1121
tt0057796	tvSeries	Adventure,Comedy,Drama	27	1964	1964	0	13	0	7.1	1572
tt0057798	tvSeries	Adventure,Sci-Fi	52	1964	1968	4	110	0	7.2	3627
tt0058789	tvSeries	Action,Animation,Comedy	30	1965	1968	3	26	0	6.5	2068
tt0058790	tvSeries	Animation,Comedy,Music	30	1965	1969	4	39	0	7.1	481
tt0058791	tvSeries	Western	60	1965	1969	4	112	0	7.6	2907
tt0058792	tvSeries	Western	30	1965	1966	1	48	0	7.4	744
tt0058795	tvSeries	Game-Show,Romance	30	1965	1986	21	132	0	5.8	377
tt0058800	tvSeries	Comedy,Western	30	1965	1967	2	65	0	7.3	2852
tt0058801	tvSeries	Crime,Drama,Mystery	60	1965	1974	9	241	0	7.4	1060
tt0058805	tvSeries	Action,Adventure,Comedy	25	1965	1970	5	139	0	8.2	12148
tt0058806	tvSeries	Comedy	30	1965	1966	1	32	0	6.8	1496
tt0058807	tvSeries	Action,Adventure,Animation	25	1964	1964	0	52	0	7.1	216
tt0058808	tvSeries	Comedy,Family	30	1965	1971	6	170	0	7.2	6571
tt0058812	tvSeries	Comedy,War	25	1965	1971	6	168	0	7.8	9937
tt0058814	tvSeries	Action,Crime,Drama	30	1965	1966	1	30	0	7.6	660
tt0058815	tvSeries	Comedy,Family,Fantasy	30	1965	1970	5	139	0	7.4	15231
tt0058816	tvSeries	Action,Adventure,Comedy	51	1965	1968	3	82	0	7.1	2202
tt0058817	tvSeries	Adventure,Animation,Family	24	1965	1967	2	52	0	7.0	987
tt0058819	tvSeries	Western	60	1965	1967	2	56	0	7.8	630
tt0058821	tvSeries	Comedy	30	1964	1966	2	20	0	7.0	711
tt0058824	tvSeries	Adventure,Comedy,Family	60	1965	1968	3	84	0	7.2	7542
tt0058825	tvSeries	Western	30	1965	1966	1	34	0	7.9	178
tt0058830	tvSeries	Comedy,Fantasy	30	1965	1966	1	30	0	4.6	670
tt0058832	tvSeries	Animation,Comedy,Family	27	1965	1965	0	197	0	7.3	330
tt0058840	tvSeries	Comedy,Family	30	1965	1967	2	58	0	7.0	357
tt0058842	tvSeries	Crime,Drama	60	1965	1975	10	87	0	8.6	317
tt0058844	tvSeries	Drama	60	1965	1968	3	85	0	7.7	364
tt0058846	tvSeries	Action,Adventure,Crime	49	1964	1967	3	49	0	8.2	1314
tt0058847	tvSeries	Animation,Crime,Family	30	1965	2003	38	28	0	6.8	1473
tt0058851	tvSeries	Action,Mystery,Sci-Fi	30	1965	1967	2	28	0	7.7	230
tt0058852	tvSeries	Adventure,Comedy,War	60	1965	1966	1	29	0	7.5	174
tt0058855	tvSeries	Action,Adventure,Western	50	1965	1969	4	104	0	8.1	5067
tt0059963	tvSeries	Adventure,Sci-Fi	50	1966	1967	1	29	0	7.0	214
tt0059966	tvSeries	Crime,Drama	49	1966	1967	1	30	0	7.3	265
tt0059968	tvSeries	Action,Adventure,Comedy	25	1966	1968	2	120	0	7.5	21115
tt0059972	tvSeries	Animation,Family	15	1966	1966	0	13	0	7.6	314
tt0059973	tvSeries	Action,Animation,Family	25	1967	1968	1	32	0	7.8	1627
tt0059975	tvSeries	Action,Adventure,Animation	30	1966	1969	3	59	0	7.2	153
tt0059977	tvSeries	Adventure,Family	60	1966	1969	3	89	0	7.0	983
tt0059978	tvSeries	Drama,Fantasy,Horror	30	1966	1971	5	1230	0	8.0	4635
tt0059982	tvSeries	Comedy,Family	30	1966	1971	5	138	0	7.0	2709
tt0059984	tvSeries	Action,Adventure,Animation	30	1966	1968	2	18	0	6.6	241
tt0059988	tvSeries	Action,Adventure,Comedy	60	1966	1967	1	29	0	6.9	450
tt0059991	tvSeries	Action,Adventure,Crime	99	1966	1967	1	26	0	7.4	2880
tt0059995	tvSeries	Comedy,Family,Game-Show	30	1965	1980	15	1911	0	6.8	872
tt0059996	tvSeries	Western	60	1966	1968	2	48	0	7.4	174
tt0059997	tvSeries	Comedy,Sci-Fi	30	1966	1967	1	26	0	6.1	490
tt0060004	tvSeries	Animation,Comedy,Family	30	1964	1967	3	31	0	6.2	1804
tt0060008	tvSeries	Comedy,Music	60	1966	1967	1	17	0	8.0	169
tt0060009	tvSeries	Action,Adventure,Crime	50	1966	1973	7	171	0	7.9	9301
tt0060010	tvSeries	Comedy,Music	30	1966	1968	2	58	0	7.4	4300
tt0060011	tvSeries	Western	60	1966	1967	1	26	0	8.0	245
tt0060012	tvSeries	Action,Animation,Sci-Fi	30	1966	1970	4	34	0	7.3	880
tt0060016	tvSeries	Comedy,Western	30	1966	1967	1	27	0	7.2	152
tt0060018	tvSeries	Action,Adventure,Drama	30	1966	1968	2	58	0	7.4	1648
tt0060019	tvSeries	Animation,Comedy,Family	30	1966	1973	7	52	0	7.9	10694
tt0060024	tvSeries	Western	60	1966	1966	0	17	0	7.4	171
tt0060025	tvSeries	Adventure,Drama,Family	25	1968	1970	2	91	0	6.4	1032
tt0060026	tvSeries	Action,Adventure,Animation	30	1966	1968	2	59	0	7.3	1762
tt0060028	tvSeries	Action,Adventure,Sci-Fi	50	1966	1969	3	80	0	8.3	80033
tt0060030	tvSeries	Adventure,Drama	30	1966	1967	1	26	0	8.4	227
tt0060033	tvSeries	Action,Adventure	60	1966	1968	2	59	0	7.1	918
tt0060034	tvSeries	Comedy	30	1966	1971	5	137	0	7.2	2684
tt0060035	tvSeries	Comedy	30	1965	1975	10	53	0	7.3	897
tt0060036	tvSeries	Action,Adventure,Sci-Fi	60	1966	1967	1	30	0	7.6	3572
tt0060038	tvSeries	Action,Adventure,Comedy	30	1965	1967	2	40	0	7.9	709
tt0061234	tvSeries	Animation,Comedy,Family	30	1967	1968	1	26	0	7.0	177
tt0061237	tvSeries	Action,Adventure,Animation	30	1967	1987	20	61	0	6.8	980
tt0061238	tvSeries	Crime,Drama,Mystery	60	1967	1972	5	43	0	8.3	719
tt0061239	tvSeries	Comedy	30	1967	1967	0	15	0	7.1	152
tt0061240	tvSeries	Comedy,Family	60	1967	1978	11	286	0	8.7	6024
tt0061241	tvSeries	Western	90	1967	1968	1	23	0	7.3	399
tt0061242	tvSeries	Drama,Mystery,Thriller	60	1967	1967	0	13	0	8.6	168
