tconst	titleType	genres	runtimeMinutes	startYear	endYear	durationYears	nEpisodes	isAdult	averageRating	numVotes
tt0084988	tvSeries	Comedy	195	1982	1983	1	7	0	8.0	37653
tt0084991	tvSeries	Comedy	30	1983	1990	7	32	0	7.9	160
tt0084992	tvSeries	Comedy	30	1983	1984	1	26	0	7.3	428
tt0084994	tvSeries	Drama,Romance,War	60	1983	1983	0	5	0	6.5	157
tt0084996	tvSeries	Animation,Comedy,Family	23	1983	1985	2	18	0	7.4	1713
tt0085005	tvSeries	Comedy,Drama,Romance	105	1983	1994	11	39	0	7.0	191
tt0085011	tvSeries	Adventure,Animation,Comedy	30	1983	1985	2	28	0	8.0	4996
tt0085017	tvSeries	Adventure,Animation,Comedy	30	1983	1987	4	97	0	7.9	7669
tt0085029	tvSeries	Action,Crime,Drama	60	1983	1986	3	67	0	6.6	2751
tt0085031	tvSeries	Drama,Horror,Mystery	26	1983	1991	8	85	0	6.8	1561
tt0085032	tvSeries	Drama,Romance	60	1983	1988	5	116	0	6.5	1590
tt0085033	tvSeries	Action,Adventure,Animation	30	1983	1986	3	86	0	6.8	20481
tt0085038	tvSeries	Comedy	30	1983	1984	1	13	0	7.0	153
tt0085040	tvSeries	Comedy	92	1983	1986	3	22	0	7.0	978
tt0085048	tvSeries	Comedy,Drama	60	1983	1984	1	17	0	7.0	181
tt0085049	tvSeries	Drama,Romance	30	1983	1995	12	1073	0	7.0	337
tt0085050	tvSeries	Comedy	30	1983	1990	7	130	0	7.3	5432
tt0085051	tvSeries	Adventure,Crime,Fantasy	60	1983	1983	0	8	0	6.5	1934
tt0085056	tvSeries	Game-Show	60	1983	1984	1	191	0	6.3	176
tt0085075	tvSeries	Family	30	1983	2006	23	161	0	8.4	4502
tt0085085	tvSeries	Comedy	45	1983	1984	1	18	0	8.2	818
tt0085088	tvSeries	Adventure,Comedy,Romance	60	1983	1987	4	89	0	7.0	2992
tt0085090	tvSeries	Animation,Family,Fantasy	30	1982	1984	2	23	0	7.0	337
tt0085093	tvSeries	Comedy,Family,Game-Show	60	1983	2004	21	150	0	5.4	364
tt0085096	tvSeries	Action,Adventure,Animation	10	1983	1986	3	36	0	6.9	1461
tt0085099	tvSeries	Animation,Family,Sci-Fi	23	1983	1986	3	39	0	7.2	722
tt0085109	tvSeries	Comedy,Family	30	1983	1989	6	150	0	5.8	2931
tt0085110	tvSeries	Adventure	60	1983	1984	1	18	0	6.9	387
tt0085113	tvSeries	Action,Adventure,Comedy	60	1983	1983	0	8	0	7.5	264
tt0085116	tvSeries	Drama	60	1983	1984	1	22	0	7.7	228
tt0086659	tvSeries	Comedy,History,War	45	1982	1992	10	85	0	8.3	24925
tt0086660	tvSeries	Comedy,Sport	30	1984	1991	7	80	0	6.5	480
tt0086661	tvSeries	Crime,Drama,Mystery	60	1984	1985	1	13	0	8.7	21603
tt0086662	tvSeries	Action,Adventure,Sci-Fi	60	1984	1986	2	55	0	6.7	11335
tt0086665	tvSeries	Comedy,Drama	60	1983	2004	21	40	0	8.4	3395
tt0086669	tvSeries	Comedy,Drama	50	1984	1986	2	30	0	8.1	192
tt0086671	tvSeries	Action,Crime,Drama	60	1984	1984	0	11	0	6.2	1843
tt0086675	tvSeries	Family,Fantasy	177	1984	1984	0	6	0	8.4	816
tt0086677	tvSeries	Comedy	22	1984	1989	5	115	0	8.1	365
tt0086678	tvSeries	Drama	60	1984	1985	1	23	0	7.9	290
tt0086680	tvSeries	Comedy	25	1984	1986	2	18	0	8.0	249
tt0086681	tvSeries	Comedy,Family	30	1984	1990	6	126	0	6.1	5947
tt0086687	tvSeries	Comedy,Family,Romance	30	1984	1992	8	197	0	7.3	33510
tt0086689	tvSeries	Drama,Romance	60	1981	1993	12	1058	0	6.8	593
tt0086690	tvSeries	Action,Adventure,Drama	60	1984	1985	1	21	0	7.8	614
tt0086691	tvSeries	Comedy,Crime,Mystery	60	1984	1986	2	35	0	7.0	662
tt0086692	tvSeries	Adventure,Family	30	1984	1990	6	124	0	7.5	469
tt0086696	tvSeries	Comedy	30	1984	1985	1	23	0	7.4	358
tt0086702	tvSeries	Animation,Comedy	30	1984	1984	0	13	0	6.3	273
tt0086703	tvSeries	Comedy	30	1984	1986	2	22	0	6.4	268
tt0086704	tvSeries	Comedy	30	1984	1985	1	22	0	7.2	623
tt0086708	tvSeries	Comedy,Drama	30	1984	1989	5	27	0	7.2	1146
tt0086714	tvSeries	Drama,Family	46	1983	1985	2	39	0	7.8	304
tt0086718	tvSeries	Comedy	30	1984	1986	2	27	0	6.6	315
tt0086719	tvSeries	Action,Adventure,Animation	30	1985	1986	1	85	0	7.7	5036
tt0086729	tvSeries	Comedy	23	1987	1994	7	293	0	5.6	365
tt0086730	tvSeries	Drama,Fantasy	60	1984	1989	5	111	0	6.8	5218
tt0086734	tvSeries	Action,Crime,Drama	48	1984	1991	7	152	0	6.9	4620
tt0086737	tvSeries	Comedy	30	1984	1985	1	18	0	8.3	661
tt0086742	tvSeries	Comedy	30	1984	1989	5	122	0	6.8	1971
tt0086743	tvSeries	Adventure,Animation,Comedy	30	1984	1985	1	26	0	7.3	251
tt0086744	tvSeries	Comedy,Family,Music	30	1984	1993	9	147	0	7.1	921
tt0086750	tvSeries	Documentary	30	1984	1995	11	68	0	5.5	159
tt0086756	tvSeries	Action,Adventure,Drama	60	1984	1984	0	13	0	4.5	1405
tt0086757	tvSeries	Comedy	30	1984	1988	4	52	0	6.5	169
tt0086759	tvSeries	Action,Crime,Drama	48	1984	1989	5	111	0	7.5	25685
tt0086760	tvSeries	Crime,Drama,Mystery	60	1984	1989	5	47	0	6.9	1065
tt0086764	tvSeries	Adventure,Animation,Comedy	25	1984	1991	7	107	0	7.4	4902
tt0086765	tvSeries	Crime,Drama,Mystery	50	1984	1996	12	264	0	7.1	22805
tt0086767	tvSeries	Adventure,Animation,Comedy	30	1984	1985	1	22	0	7.3	2656
tt0086770	tvSeries	Comedy	30	1984	1992	8	193	0	7.7	13054
tt0086775	tvSeries	Drama	60	1984	1984	0	13	0	6.9	210
tt0086776	tvSeries	Crime,Drama,Mystery	60	1984	1984	0	13	0	6.5	208
tt0086779	tvSeries	Crime,Drama,Mystery	402	1984	2001	17	48	0	8.5	3568
tt0086781	tvSeries	Action,Adventure,Animation	30	1984	1985	1	13	0	6.6	297
tt0086787	tvSeries	Comedy,Family	30	1984	1988	4	88	0	6.6	5497
tt0086789	tvSeries	Action,Crime,Drama	60	1984	1986	2	56	0	6.8	2744
tt0086791	tvSeries	Action,Drama,Fantasy	60	1984	1986	2	24	0	8.4	4366
tt0086793	tvSeries	Drama,Romance	45	1984	1993	9	2137	0	5.7	2518
tt0086800	tvSeries	Comedy,Family,Musical	30	1984	1988	4	65	0	7.8	541
tt0086802	tvSeries	Adventure,Animation,Comedy	22	1984	1988	4	65	0	6.4	2885
tt0086807	tvSeries	Comedy	25	1984	1996	12	135	0	7.4	2305
tt0086811	tvSeries	Family,Game-Show	30	1984	2014	30	1149	0	7.2	276
tt0086814	tvSeries	Comedy,Drama,Fantasy	30	1983	1988	5	90	0	7.5	6156
tt0086815	tvSeries	Adventure,Animation,Comedy	11	1984	2021	37	589	0	6.5	4793
tt0086816	tvSeries	Comedy	30	1984	1985	1	22	0	5.7	860
tt0086817	tvSeries	Action,Adventure,Animation	30	1984	1987	3	98	0	8.0	21557
tt0086818	tvSeries	Adventure,Drama,Sci-Fi	30	1984	1985	1	25	0	7.4	1428
tt0086822	tvSeries	Action,Adventure,Sci-Fi	60	1984	1985	1	19	0	7.4	11695
tt0086824	tvSeries	Animation,Family,Sci-Fi	24	1984	1985	1	124	0	7.9	4680
tt0086827	tvSeries	Comedy,Family,Romance	30	1984	1992	8	196	0	6.6	13292
tt0086829	tvSeries	Adventure,Animation,Family	22	1984	1988	4	52	0	8.0	880
tt0086831	tvSeries	Comedy	30	1986	1987	1	16	0	8.6	11000
tt0088109	tvSeries	Action,Adventure,Animation	24	1984	1985	1	26	0	7.5	1422
tt0088470	tvSeries	Comedy	30	1985	1990	5	116	0	6.6	3284
tt0088473	tvSeries	Comedy,Family,Fantasy	30	1992	1994	2	100	0	7.9	711
tt0088475	tvSeries	Comedy	30	1984	1998	14	65	0	7.3	1721
tt0088476	tvSeries	Crime,Drama,Mystery	22	1985	1989	4	77	0	7.7	2767
tt0088478	tvSeries	Adventure,Comedy,Drama	30	1985	1987	2	45	0	7.4	5682
tt0088484	tvSeries	Comedy	176	1986	1986	0	6	0	8.6	45526
tt0088486	tvSeries	Game-Show,Romance	60	1985	2019	34	407	0	5.4	158
tt0088491	tvSeries	Animation,Comedy,Family	45	1985	1986	1	6	0	8.4	16300
tt0088496	tvSeries	Drama	60	1985	1987	2	49	0	6.0	1021
tt0088500	tvSeries	Animation,Comedy,Family	22	1988	1993	5	65	0	7.4	3841
tt0088503	tvSeries	Action,Crime,Drama	60	1985	1986	1	30	0	7.4	1740
tt0088504	tvSeries	Action,Adventure,Drama	30	1985	1986	1	55	0	8.4	333
tt0088509	tvSeries	Action,Adventure,Animation	24	1986	1989	3	153	0	8.5	54208
tt0088511	tvSeries	Action,Comedy,Crime	60	1985	1989	4	39	0	8.4	305
tt0088513	tvSeries	Action,Crime,Drama	48	1985	1989	4	88	0	7.8	5096
tt0088515	tvSeries	Adventure,Animation,Family	30	1985	1987	2	26	0	6.0	1887
tt0088517	tvSeries	Crime	50	1984	2005	21	199	0	7.2	215
tt0088519	tvSeries	Drama	50	1986	1992	6	221	0	6.8	881
tt0088524	tvSeries	Comedy	30	1985	1986	1	13	0	6.5	277
tt0088526	tvSeries	Comedy,Drama	30	1985	1992	7	177	0	8.0	39478
tt0088527	tvSeries	Comedy,Family	30	1985	1992	7	167	0	6.6	14704
tt0088528	tvSeries	Adventure,Animation,Family	30	1985	1991	6	67	0	7.5	10608
tt0088537	tvSeries	Comedy	25	1985	1990	5	29	0	6.7	270
tt0088541	tvSeries	Comedy	30	1985	1992	7	47	0	7.0	627
tt0088543	tvSeries	Animation,Family,Fantasy	30	1985	1987	2	26	0	6.6	311
tt0088546	tvSeries	Family	20	1985	1987	2	28	0	7.1	175
tt0088549	tvSeries	Drama	60	1985	1991	6	14	0	6.6	321
tt0088550	tvSeries	News,Talk-Show	60	1985	2010	25	7586	0	5.0	1193
tt0088554	tvSeries	Drama,Family	30	1985	2020	35	1758	0	4.7	736
tt0088559	tvSeries	Action,Adventure,Crime	48	1985	1992	7	139	0	7.7	38009
tt0088561	tvSeries	Comedy	60	1985	1986	1	10	0	8.3	436
tt0088563	tvSeries	Action,Adventure,Animation	22	1985	1986	1	75	0	7.2	4117
tt0088566	tvSeries	Comedy,Drama	60	1985	1985	0	6	0	1.0	179
tt0088568	tvSeries	Adventure,Comedy,Sci-Fi	60	1985	1986	1	16	0	7.4	1065
tt0088571	tvSeries	Comedy,Drama,Mystery	60	1985	1989	4	66	0	7.6	19740
tt0088573	tvSeries	Comedy	30	1984	1994	10	42	0	8.2	667
tt0088576	tvSeries	Comedy,Family	30	1985	1990	5	118	0	6.6	4450
tt0088582	tvSeries	Crime,Drama	60	1985	1989	4	96	0	7.6	370
tt0088587	tvSeries	Action,Adventure,Fantasy	60	1985	1985	0	8	0	7.3	490
tt0088590	tvSeries	Adventure,Family	300	1984	1984	0	6	0	7.1	183
tt0088591	tvSeries	Drama,Fantasy,Horror	23	1985	1992	7	65	0	7.5	1369
tt0088595	tvSeries	Action,Adventure,Animation	30	1985	1985	0	85	0	8.5	3630
tt0088601	tvSeries	Drama,Family	90	1985	1989	4	71	0	5.5	613
tt0088604	tvSeries	Comedy,Family	26	1985	1985	0	6	0	7.7	477
tt0088610	tvSeries	Comedy,Family,Sci-Fi	30	1985	1989	4	96	0	7.1	4827
tt0088612	tvSeries	Crime,Drama,Mystery	60	1985	1988	3	66	0	7.3	2737
tt0088613	tvSeries	Crime,Drama,Mystery	55	1987	1987	0	9	0	7.4	196
tt0088616	tvSeries	Comedy,Family	30	1983	1989	6	102	0	6.0	449
tt0088618	tvSeries	Action,Crime,Mystery	60	1985	1985	0	13	0	6.8	3190
tt0088619	tvSeries	Adventure,Animation,Fantasy	30	1985	1985	0	8	0	7.6	721
tt0088620	tvSeries	Action,Animation	30	1984	1984	0	8	0	7.4	948
tt0088621	tvSeries	Crime,Drama,Mystery	120	1983	2010	27	173	0	7.3	1627
tt0088631	tvSeries	Action,Adventure,Animation	30	1985	1989	4	130	0	7.9	17442
tt0088634	tvSeries	Drama,Fantasy,Horror	45	1985	1989	4	65	0	7.8	11073
tt0088636	tvSeries	Drama	45	1987	1989	2	60	0	6.0	275
tt0088640	tvSeries	Comedy	30	1985	1988	3	66	0	6.1	1069
tt0088643	tvSeries	Animation,Comedy,Family	30	1985	1985	0	13	0	7.0	676
tt0088655	tvSeries	Animation,Crime,Sci-Fi	121	1990	1990	0	3	0	6.8	813
tt0090390	tvSeries	Comedy,Family,Sci-Fi	30	1986	1990	4	103	0	7.4	34083
tt0090391	tvSeries	Adventure,Comedy,Drama	60	1986	1988	2	45	0	7.7	268
tt0090395	tvSeries	Comedy	30	1986	1991	5	110	0	6.8	1892
tt0090399	tvSeries	Comedy,Drama,Family	40	1987	1991	4	82	0	8.4	1961
tt0090400	tvSeries	Comedy,Crime,Drama	60	1986	1992	6	93	0	6.4	843
tt0090402	tvSeries	Comedy	70	1986	1991	5	74	0	6.2	1314
tt0090404	tvSeries	Comedy	30	1986	1991	5	40	0	6.5	859
tt0090407	tvSeries	Action,Adventure,Drama	30	1986	1987	1	50	0	8.2	167
tt0090410	tvSeries	Crime,Drama,Mystery	60	1986	1988	2	43	0	8.4	2863
tt0090416	tvSeries	Comedy	45	1986	1987	1	14	0	7.6	459
tt0090417	tvSeries	Drama,Family,Romance	30	1987	1991	4	70	0	8.1	2856
tt0090418	tvSeries	Comedy	30	1986	1993	7	163	0	7.1	5633
tt0090429	tvSeries	Comedy	30	1986	1986	0	7	0	5.7	171
tt0090434	tvSeries	Comedy,Family,Fantasy	53	1987	1987	0	7	0	7.7	297
tt0090436	tvSeries	Action,Adventure,Animation	30	1986	1986	0	65	0	7.7	1257
tt0090442	tvSeries	Comedy	30	1986	1998	12	69	0	7.7	516
tt0090444	tvSeries	Comedy	30	1986	1991	5	114	0	6.6	2802
tt0090452	tvSeries	Game-Show	30	1986	1989	3	161	0	5.9	204
tt0090457	tvSeries	Action,Adventure,Animation	30	1986	1986	0	13	0	7.5	417
tt0090459	tvSeries	Comedy	30	1986	1990	4	72	0	7.6	1541
tt0090461	tvSeries	Adventure,Animation,Drama	22	1985	1988	3	65	0	7.5	2687
tt0090465	tvSeries	Comedy	60	1986	1986	0	6	0	8.2	699
tt0090466	tvSeries	Drama	46	1986	1994	8	171	0	7.0	5400
tt0090467	tvSeries	Drama,Sport	60	1986	1988	2	13	0	7.5	215
tt0090472	tvSeries	Comedy,Thriller	45	1986	1998	12	58	0	7.3	178
tt0090473	tvSeries	Comedy	30	1986	1986	0	13	0	5.9	353
tt0090477	tvSeries	Comedy,Crime,Drama	50	1986	1994	8	73	0	7.8	3308
tt0090478	tvSeries	Comedy,Musical	40	1986	1986	0	6	0	7.3	1290
tt0090479	tvSeries	Animation,Comedy,Drama	25	1986	1988	2	96	0	8.1	1054
tt0090481	tvSeries	Crime,Drama,Mystery	60	1986	1995	9	181	0	7.1	7646
tt0090487	tvSeries	Comedy	30	1986	1988	2	44	0	7.1	470
tt0090488	tvSeries	Comedy	30	1986	1988	2	44	0	6.6	935
tt0090493	tvSeries	News,Talk-Show	60	1986	2011	25	5863	0	5.0	5040
tt0090496	tvSeries	Drama,Family	60	1986	1988	2	46	0	7.2	766
tt0090500	tvSeries	Comedy,Family,Musical	30	1986	1991	5	45	0	8.0	4489
tt0090501	tvSeries	Comedy,Family	30	1986	1993	7	151	0	7.2	9642
tt0090503	tvSeries	Adventure,Animation,Comedy	30	1985	1988	3	28	0	6.5	1177
tt0090506	tvSeries	Action,Animation,Comedy	23	1986	1991	5	140	0	7.6	9653
tt0090509	tvSeries	Crime,Drama,Mystery	60	1986	1988	2	11	0	8.7	11815
tt0090519	tvSeries	Crime,Drama,Family	30	1986	1987	1	23	0	7.3	340
tt0090523	tvSeries	Talk-Show	30	1986	2010	24	1175	0	8.5	2053
tt0090525	tvSeries	Action,Comedy	30	1986	1988	2	41	0	8.2	6492
tt0090527	tvSeries	Sci-Fi	60	1986	1987	1	22	0	6.7	827
tt0090528	tvSeries	Crime,Drama,Mystery	48	1985	1989	4	24	0	7.5	781
tt0090530	tvSeries	Drama	50	1987	1994	7	126	0	7.3	232
tt0090533	tvSeries	Comedy	30	1986	1988	2	49	0	6.9	156
tt0090538	tvSeries	Comedy	60	1986	1990	4	32	0	6.5	170
tt0090540	tvSeries	Comedy,Family	30	1986	1991	5	110	0	6.5	1687
tt0090541	tvSeries	Comedy,Drama	50	1986	1988	2	14	0	8.3	487
tt0090547	tvSeries	Adventure,Drama	42	1986	1987	1	19	0	7.9	349
tt0090553	tvSeries	Comedy,Family	30	1986	1988	2	65	0	8.1	538
tt0090594	tvSeries	Animation,Drama,Family	30	1989	1992	3	12	0	6.9	356
tt0090638	tvSeries	Biography,Drama,Mystery	200	1986	1986	0	2	0	6.7	1160
tt0090925	tvSeries	Crime,Drama,Thriller	185	1986	1986	0	2	0	7.4	2482
tt0091211	tvSeries	Action,Adventure,Animation	25	1984	1988	4	152	0	8.3	3022
tt0092312	tvSeries	Crime,Drama,Mystery	60	1987	1991	4	102	0	7.3	12055
tt0092314	tvSeries	Comedy	30	1988	1992	4	38	0	7.0	170
tt0092319	tvSeries	Crime,Drama,Fantasy	60	1987	1990	3	55	0	7.0	6820
tt0092324	tvSeries	Comedy	180	1987	1987	0	6	0	8.6	43223
tt0092329	tvSeries	Action,Sci-Fi	30	1987	1988	1	22	0	7.6	1281
tt0092332	tvSeries	Comedy	30	1987	1988	1	21	0	7.0	262
tt0092336	tvSeries	Comedy,Drama,Romance	30	1987	1991	4	65	0	8.1	487
tt0092339	tvSeries	Comedy	60	1987	1993	6	144	0	6.9	6739
tt0092345	tvSeries	Action,Adventure,Animation	23	1987	1990	3	101	0	8.1	31423
tt0092346	tvSeries	Comedy,Romance	30	1987	1989	2	54	0	7.3	169
tt0092348	tvSeries	Drama	50	1987	1990	3	40	0	6.8	231
tt0092351	tvSeries	Comedy	204	1987	1987	0	6	0	7.1	1407
tt0092354	tvSeries	Comedy,Drama	30	1987	1988	1	22	0	8.2	451
tt0092357	tvSeries	Fantasy,Horror,Mystery	45	1987	1990	3	72	0	7.6	3494
tt0092359	tvSeries	Comedy,Drama,Family	22	1987	1995	8	193	0	6.8	57248
tt0092362	tvSeries	Talk-Show	60	1987	1998	11	63	0	3.2	196
tt0092363	tvSeries	Comedy,Family	30	1987	1989	2	14	0	6.8	1884
tt0092368	tvSeries	Animation,Comedy,Family	23	1987	1987	0	13	0	6.4	158
tt0092373	tvSeries	Comedy,Drama	30	1987	1989	2	42	0	7.0	339
tt0092374	tvSeries	Action,Crime,Drama	60	1987	1988	1	30	0	7.7	196
tt0092379	tvSeries	Crime,Drama,Mystery	100	1987	2000	13	33	0	8.2	11758
tt0092381	tvSeries	Crime,Drama	120	1987	1992	5	103	0	6.4	2818
tt0092383	tvSeries	Adventure,Drama,Family	24	1987	1989	2	9	0	8.9	4422
tt0092386	tvSeries	Animation,Comedy,Drama	25	1985	1988	3	49	0	7.6	816
tt0092400	tvSeries	Comedy	22	1987	1997	10	262	0	8.0	101430
tt0092401	tvSeries	Comedy,Crime,Family	60	1987	1992	5	30	0	8.3	366
tt0092402	tvSeries	Comedy,Sci-Fi	60	1987	1988	1	14	0	7.3	2612
tt0092410	tvSeries	Comedy,Family	30	1987	1990	3	60	0	6.2	3639
tt0092423	tvSeries	Comedy,Family	30	1987	1991	4	96	0	7.4	1900
tt0092430	tvSeries	Crime,Drama	60	1987	1988	1	12	0	7.1	151
tt0092434	tvSeries	Comedy,Drama,Family	60	1987	1988	1	21	0	7.6	669
tt0092436	tvSeries	Comedy,Game-Show	30	1987	1990	3	19	0	7.6	334
tt0092449	tvSeries	Comedy	30	1987	1989	2	45	0	4.2	209
tt0092455	tvSeries	Action,Adventure,Sci-Fi	44	1987	1994	7	176	0	8.6	113967
tt0092456	tvSeries	Comedy	30	1987	1999	12	100	0	7.7	607
tt0092460	tvSeries	Crime,Drama	30	1988	1991	3	65	0	7.8	272
tt0092468	tvSeries	Action,Drama,War	47	1987	1990	3	58	0	8.3	4267
tt0092469	tvSeries	Comedy,Music	30	1987	1990	3	80	0	7.0	1350
tt0092476	tvSeries	Action,Adventure,Animation	30	1987	1987	0	13	0	7.8	1085
tt0092478	tvSeries	Biography,Drama,History	82	1987	1988	1	16	0	8.7	586
tt0092479	tvSeries	Comedy	60	1987	1993	6	56	0	7.5	306
tt0092480	tvSeries	Horror,Thriller	30	1987	1988	1	29	0	8.0	875
tt0092483	tvSeries	Game-Show	30	1987	1990	3	69	0	4.6	317
tt0092484	tvSeries	Crime,Drama,Mystery	60	1987	1990	3	74	0	7.8	2477
tt0092486	tvSeries	Adventure,Animation,Family	30	1986	1987	1	52	0	7.7	289
tt0092488	tvSeries	Drama	60	1987	1988	1	22	0	8.7	221
tt0092492	tvSeries	Drama,Romance	60	1987	1991	4	86	0	7.4	2505
tt0092712	tvSeries	Drama,History,War	50	1983	1985	2	20	0	8.0	204
tt0092999	tvSeries	Documentary,History	360	1987	1990	3	14	0	9.1	639
tt0094413	tvSeries	Animation,Comedy,Family	30	1988	1990	2	21	0	6.5	257
tt0094415	tvSeries	Crime,Documentary	60	1988	2013	25	771	0	7.2	2034
tt0094430	tvSeries	Adventure,Crime,Drama	50	1989	1990	1	16	0	7.6	817
tt0094432	tvSeries	Comedy	30	1988	1990	2	13	0	7.9	287
tt0094433	tvSeries	Drama,History,War	120	1988	1991	3	62	0	8.2	2915
tt0094437	tvSeries	Comedy	30	1988	1988	0	6	0	7.4	188
tt0094442	tvSeries	Adventure,Animation,Comedy	30	1988	1989	1	13	0	7.6	290
tt0094446	tvSeries	Comedy	30	1988	1989	1	33	0	7.0	267
tt0094447	tvSeries	Comedy	30	1988	1992	4	90	0	6.8	1542
tt0094449	tvSeries	Action,Adventure,Animation	22	1988	1988	0	14	0	7.1	1247
tt0094450	tvSeries	Drama,Romance	30	1988	1989	1	11	0	5.9	235
tt0094455	tvSeries	Comedy,Drama,Family	30	1988	1995	7	170	0	6.6	3378
tt0094460	tvSeries	Game-Show	60	1988	1995	7	1117	0	6.6	1017
tt0094466	tvSeries	Horror,Thriller	60	1988	1990	2	44	0	6.4	2967
tt0094469	tvSeries	Animation,Comedy,Family	30	1988	1995	7	121	0	7.3	11196
tt0094473	tvSeries	Drama,Western	60	1988	1990	2	56	0	8.2	448
tt0094474	tvSeries	Adventure,Crime,Mystery	52	1988	1989	1	13	0	7.4	175
tt0094479	tvSeries	Action,Sci-Fi	60	1987	1988	1	10	0	6.6	446
tt0094484	tvSeries	Crime,Drama,Mystery	60	1988	1995	7	146	0	7.6	4998
tt0094490	tvSeries	Comedy,Family	30	1987	1990	3	48	0	7.0	1694
tt0094491	tvSeries	Adventure,Crime,Family	30	1988	1993	5	106	0	6.7	206
tt0094509	tvSeries	Comedy,Crime,Drama	55	1988	1994	6	100	0	6.6	203
tt0094510	tvSeries	Drama	60	1988	1991	3	61	0	7.8	1488
tt0094511	tvSeries	Action,Adventure,Crime	47	1988	1990	2	35	0	7.6	3809
tt0094512	tvSeries	Comedy,Drama,Fantasy	30	1988	1990	2	72	0	7.4	1754
tt0094514	tvSeries	Comedy	30	1988	2018	30	260	0	6.8	9361
tt0094516	tvSeries	Action,Adventure,Comedy	25	1988	1991	3	72	0	7.3	1306
tt0094517	tvSeries	Comedy,Sci-Fi	92	1988	1999	11	199	0	8.5	24163
tt0094518	tvSeries	Comedy,Sci-Fi	30	1987	1991	4	73	0	5.3	552
tt0094519	tvSeries	Comedy	70	1987	1994	7	29	0	7.8	2496
tt0094525	tvSeries	Crime,Drama,Mystery	100	1989	2013	24	70	0	8.6	42994
tt0094526	tvSeries	Animation,Comedy,Crime	22	1988	1989	1	64	0	5.6	851
tt0094529	tvSeries	Comedy,Crime,Mystery	60	1988	1988	0	7	0	8.1	192
tt0094531	tvSeries	Adventure,Animation,Comedy	30	1988	1991	3	27	0	6.8	5164
tt0094533	tvSeries	Drama,Family	30	1988	1989	1	10	0	8.1	200
tt0094540	tvSeries	Comedy,Drama	21	1988	2018	30	230	0	7.0	42328
tt0094551	tvSeries	Horror,Sci-Fi	60	1988	1989	1	8	0	7.1	179
tt0094559	tvSeries	Adventure,Fantasy,Sci-Fi	30	1988	1992	4	100	0	6.2	1261
tt0094574	tvSeries	Crime,Documentary,Drama	60	1987	2010	23	608	0	8.2	5639
tt0094578	tvSeries	Action,Drama,Horror	45	1988	1990	2	44	0	6.6	1303
tt0094580	tvSeries	Comedy,Game-Show	36	1988	1998	10	136	0	8.2	5575
tt0094582	tvSeries	Comedy,Drama,Family	22	1988	1993	5	115	0	8.3	37002
tt0096528	tvSeries	Crime,Drama	30	1989	1991	2	49	0	6.1	229
tt0096531	tvSeries	Crime,Drama,Sci-Fi	60	1989	1990	1	22	0	6.8	5033
tt0096532	tvSeries	Action,Game-Show,Sport	60	1989	1997	8	157	0	6.5	2543
tt0096534	tvSeries	Comedy	30	1989	1992	3	56	0	6.9	444
tt0096537	tvSeries	Comedy,Family,Music	60	1989	1994	5	1383	0	6.4	869
tt0096538	tvSeries	Mystery	120	1989	1990	1	12	0	6.3	338
tt0096542	tvSeries	Action,Adventure,Crime	60	1989	2001	12	242	0	5.3	27176
tt0096543	tvSeries	Adventure,Animation,Comedy	22	1989	1991	2	94	0	7.3	7137
tt0096545	tvSeries	Comedy	75	1989	2020	31	129	0	6.2	2123
tt0096546	tvSeries	Comedy,Drama	60	1989	1989	0	13	0	7.1	196
tt0096548	tvSeries	Comedy,War	175	1989	1989	0	6	0	8.8	51485
tt0096550	tvSeries	Crime,Drama,Mystery	60	1989	1990	1	22	0	6.2	850
tt0096551	tvSeries	Adventure,Western	30	1989	1991	2	78	0	7.3	219
tt0096553	tvSeries	Adventure,Animation,Comedy	30	1989	1992	3	40	0	7.3	531
tt0096554	tvSeries	Action,Adventure,Animation	25	1989	1991	2	34	0	6.4	1169
tt0096557	tvSeries	Action,Adventure,Animation	22	1988	1990	2	65	0	7.6	18709
tt0096560	tvSeries	Comedy,Sport	30	1989	1997	8	199	0	7.0	7176
tt0096563	tvSeries	Action,Crime,Reality-TV	30	1989	2021	32	1071	0	7.0	6125
tt0096565	tvSeries	Comedy,Crime	50	1993	1997	4	31	0	7.3	1435
tt0096566	tvSeries	Comedy	30	1989	1991	2	40	0	8.8	399
tt0096569	tvSeries	Comedy,Drama,Family	30	1989	1993	4	97	0	6.5	8684
tt0096579	tvSeries	Adventure,Comedy,Drama	30	1989	1998	9	215	0	6.6	26897
tt0096581	tvSeries	Comedy	46	1989	1992	3	90	0	7.9	331
tt0096582	tvSeries	Comedy,Crime,Mystery	45	1989	1991	2	43	0	6.9	1806
tt0096587	tvSeries	Drama,Family	43	1989	2013	24	324	0	4.9	198
tt0096588	tvSeries	Comedy	30	1990	1993	3	18	0	6.5	256
tt0096590	tvSeries	Comedy	30	1989	1991	2	19	0	6.5	198
tt0096591	tvSeries	Adventure,Animation,Drama	25	1990	2003	13	49	0	7.8	1737
tt0096593	tvSeries	Drama	30	1989	1991	2	470	0	7.6	396
tt0096604	tvSeries	Adventure,Animation,Comedy	11	1989	1991	2	22	0	8.5	220
tt0096606	tvSeries	Action,Adventure,Comedy	60	1989	1989	0	13	0	7.5	371
tt0096607	tvSeries	Action,Crime,Drama	90	1989	1990	1	18	0	7.3	215
